Location,SKU,BaseStockLevel
RDC09,SKU063,1994.0
RDC09,SKU064,1070.0
RDC09,SKU065,2822.0
RDC09,SKU066,623.0
RDC09,SKU067,1093.0
RDC09,SKU069,2464.0
RDC09,SKU071,499.0
RDC09,SKU072,506.0
RDC09,SKU076,727.0
RDC09,SKU078,1409.0
RDC09,SKU079,2113.0
RDC09,SKU080,1907.0
RDC09,SKU081,1854.0
RDC09,SKU082,2278.0
RDC09,SKU085,715.0
RDC09,SKU089,3052.0
RDC09,SKU092,1278.0
RDC09,SKU096,586.0
RDC09,SKU098,3019.0
RDC09,SKU099,485.0
RDC09,SKU100,304.0
RDC10,SKU001,2997.0
RDC10,SKU002,2414.0
RDC10,SKU006,2416.0
RDC10,SKU007,1210.0
RDC10,SKU008,4010.0
RDC10,SKU009,879.0
RDC10,SKU010,3214.0
RDC10,SKU013,991.0
RDC10,SKU015,2194.0
RDC10,SKU017,1261.0
RDC10,SKU019,3129.0
RDC10,SKU020,1396.0
RDC10,SKU023,1866.0
RDC10,SKU024,345.0
RDC10,SKU028,2332.0
RDC10,SKU030,1105.0
RDC10,SKU032,913.0
RDC10,SKU035,1982.0
RDC10,SKU036,2976.0
RDC10,SKU039,984.0
RDC10,SKU040,1472.0
RDC10,SKU044,1956.0
RDC10,SKU048,923.0
RDC10,SKU051,2205.0
RDC10,SKU052,1897.0
RDC10,SKU054,484.0
RDC10,SKU059,1918.0
RDC10,SKU061,1043.0
RDC10,SKU063,2684.0
RDC10,SKU070,1204.0
RDC10,SKU071,390.0
RDC10,SKU072,1617.0
RDC10,SKU073,2206.0
RDC10,SKU074,1312.0
RDC10,SKU082,299.0
RDC10,SKU085,1377.0
RDC10,SKU087,1659.0
RDC10,SKU088,1144.0
RDC10,SKU089,572.0
RDC10,SKU090,1773.0
RDC10,SKU092,1348.0
RDC10,SKU093,1496.0
RDC10,SKU096,1137.0
RDC10,SKU098,2311.0
RDC10,SKU100,3418.0
