Location,SKU,Type,ServiceLevel,BaseStockLevel
RDC08,SKU013,FG,100.0,1165.0
RDC08,SKU015,FG,99.7,965.0
RDC08,SKU016,FG,100.0,1948.0
RDC08,SKU017,FG,99.09,1094.0
RDC08,SKU018,FG,100.0,3052.0
RDC08,SKU019,FG,99.63,3808.0
RDC08,SKU020,FG,100.0,3261.0
RDC08,SKU022,FG,100.0,1328.0
RDC08,SKU025,FG,100.0,2315.0
RDC08,SKU026,FG,100.0,554.0
RDC08,SKU028,FG,99.85,1138.0
RDC08,SKU030,FG,100.0,2788.0
RDC08,SKU031,FG,100.0,1442.0
RDC08,SKU032,FG,99.85,325.0
RDC08,SKU033,FG,99.85,915.0
RDC08,SKU034,FG,100.0,3753.0
RDC08,SKU035,FG,99.7,2652.0
RDC08,SKU040,FG,100.0,2172.0
RDC08,SKU045,FG,99.93,3901.0
RDC08,SKU046,FG,100.0,1800.0
RDC08,SKU049,FG,100.0,2521.0
RDC08,SKU052,FG,100.0,990.0
RDC08,SKU053,FG,100.0,504.0
RDC08,SKU054,FG,100.0,1583.0
RDC08,SKU056,FG,100.0,3164.0
RDC08,SKU057,FG,99.96,1681.0
RDC08,SKU059,FG,99.81,2650.0
RDC08,SKU061,FG,100.0,1303.0
RDC08,SKU062,FG,99.41,2433.0
RDC08,SKU064,FG,99.93,1749.0
RDC08,SKU065,FG,99.96,1072.0
RDC08,SKU066,FG,99.96,2450.0
RDC08,SKU069,FG,99.89,664.0
RDC08,SKU070,FG,100.0,2149.0
RDC08,SKU071,FG,99.93,1244.0
RDC08,SKU072,FG,100.0,859.0
RDC08,SKU073,FG,99.81,1942.0
RDC08,SKU074,FG,99.93,2178.0
RDC08,SKU075,FG,100.0,3536.0
RDC08,SKU076,FG,99.77,401.0
RDC08,SKU077,FG,100.0,2521.0
RDC08,SKU078,FG,100.0,2478.0
RDC08,SKU090,FG,100.0,2210.0
RDC08,SKU091,FG,99.96,472.0
RDC08,SKU092,FG,100.0,1622.0
RDC08,SKU094,FG,100.0,2692.0
RDC08,SKU100,FG,93.32,1540.0
RDC09,SKU002,FG,100.0,551.0
RDC09,SKU003,FG,99.81,812.0
RDC09,SKU005,FG,100.0,509.0
RDC09,SKU009,FG,100.0,3649.0
RDC09,SKU012,FG,100.0,1280.0
RDC09,SKU015,FG,99.85,2378.0
RDC09,SKU017,FG,99.62,2110.0
RDC09,SKU019,FG,99.7,776.0
RDC09,SKU021,FG,100.0,838.0
RDC09,SKU023,FG,99.36,1791.0
RDC09,SKU025,FG,100.0,1364.0
RDC09,SKU026,FG,100.0,948.0
RDC09,SKU034,FG,99.85,2101.0
RDC09,SKU036,FG,99.51,1433.0
RDC09,SKU039,FG,95.62,1062.0
RDC09,SKU040,FG,100.0,513.0
RDC09,SKU043,FG,99.93,1469.0
RDC09,SKU044,FG,100.0,3797.0
RDC09,SKU045,FG,100.0,2551.0
RDC09,SKU051,FG,100.0,3249.0
RDC09,SKU053,FG,100.0,2017.0
RDC09,SKU054,FG,100.0,4011.0
RDC09,SKU059,FG,99.89,1730.0
RDC09,SKU062,FG,99.66,2179.0
RDC09,SKU063,FG,99.43,1994.0
RDC09,SKU064,FG,100.0,1070.0
RDC09,SKU065,FG,100.0,2822.0
RDC09,SKU066,FG,100.0,623.0
RDC09,SKU067,FG,100.0,1093.0
RDC09,SKU069,FG,100.0,2464.0
RDC09,SKU071,FG,99.81,499.0
RDC09,SKU072,FG,99.92,506.0
RDC09,SKU076,FG,99.77,727.0
RDC09,SKU078,FG,100.0,1409.0
RDC09,SKU079,FG,100.0,2113.0
RDC09,SKU080,FG,100.0,1907.0
RDC09,SKU081,FG,100.0,1854.0
RDC09,SKU082,FG,100.0,2278.0
RDC09,SKU085,FG,100.0,715.0
RDC09,SKU089,FG,96.22,3052.0
RDC09,SKU092,FG,100.0,1278.0
RDC09,SKU096,FG,99.96,586.0
RDC09,SKU098,FG,99.93,3019.0
RDC09,SKU099,FG,100.0,485.0
RDC09,SKU100,FG,92.19,304.0
RDC10,SKU001,FG,100.0,2997.0
RDC10,SKU002,FG,100.0,2414.0
RDC10,SKU006,FG,100.0,2416.0
RDC10,SKU007,FG,100.0,1210.0
RDC10,SKU008,FG,100.0,4010.0
RDC10,SKU009,FG,99.96,879.0
RDC10,SKU010,FG,99.85,3214.0
RDC10,SKU013,FG,100.0,991.0
RDC10,SKU015,FG,99.58,2194.0
RDC10,SKU017,FG,99.25,1261.0
RDC10,SKU019,FG,99.63,3129.0
RDC10,SKU020,FG,100.0,1396.0
RDC10,SKU023,FG,99.78,1866.0
RDC10,SKU024,FG,99.77,345.0
RDC10,SKU028,FG,99.92,2332.0
RDC10,SKU030,FG,100.0,1105.0
RDC10,SKU032,FG,99.93,913.0
RDC10,SKU035,FG,99.66,1982.0
RDC10,SKU036,FG,99.93,2976.0
RDC10,SKU039,FG,93.28,984.0
RDC10,SKU040,FG,100.0,1472.0
RDC10,SKU044,FG,100.0,1956.0
RDC10,SKU048,FG,100.0,923.0
RDC10,SKU051,FG,100.0,2205.0
RDC10,SKU052,FG,100.0,1897.0
RDC10,SKU054,FG,100.0,484.0
RDC10,SKU059,FG,100.0,1918.0
RDC10,SKU061,FG,100.0,1043.0
RDC10,SKU063,FG,99.7,2684.0
RDC10,SKU070,FG,99.96,1204.0
RDC10,SKU071,FG,100.0,390.0
RDC10,SKU072,FG,100.0,1617.0
RDC10,SKU073,FG,100.0,2206.0
RDC10,SKU074,FG,99.7,1312.0
RDC10,SKU082,FG,99.77,299.0
RDC10,SKU085,FG,100.0,1377.0
RDC10,SKU087,FG,99.96,1659.0
RDC10,SKU088,FG,100.0,1144.0
RDC10,SKU089,FG,96.22,572.0
RDC10,SKU090,FG,100.0,1773.0
RDC10,SKU092,FG,99.96,1348.0
RDC10,SKU093,FG,100.0,1496.0
RDC10,SKU096,FG,100.0,1137.0
RDC10,SKU098,FG,100.0,2311.0
RDC10,SKU100,FG,97.41,3418.0
IDC01,PM001,RM,100.0,7632.0
IDC01,PM002,RM,99.84,8326.0
IDC01,PM003,RM,98.31,12220.0
IDC01,PM004,RM,100.0,6376.0
IDC01,PM005,RM,99.39,11167.0
IDC01,PM006,RM,100.0,6103.0
IDC01,PM007,RM,99.53,17105.0
IDC01,PM008,RM,99.62,7782.0
IDC01,PM009,RM,99.54,12786.0
IDC01,PM011,RM,99.78,28994.0
IDC01,PM012,RM,100.0,7562.0
IDC01,PM013,RM,100.0,5709.0
IDC01,PM014,RM,100.0,9727.0
IDC01,PM015,RM,99.68,10053.0
IDC01,PM016,RM,99.95,12951.0
IDC01,PM017,RM,99.16,7905.0
IDC01,PM018,RM,100.0,5727.0
IDC01,PM019,RM,98.08,7192.0
IDC01,PM020,RM,99.76,19738.0
IDC01,PM022,RM,99.52,11828.0
IDC01,PM023,RM,100.0,4681.0
IDC01,PM025,RM,100.0,4569.0
IDC01,PM026,RM,100.0,6341.0
IDC01,PM027,RM,100.0,6953.0
IDC01,PM029,RM,99.52,10262.0
IDC01,PM030,RM,100.0,5217.0
IDC01,PM031,RM,99.49,17330.0
IDC01,PM032,RM,99.45,9118.0
IDC01,PM033,RM,99.62,11878.0
IDC01,PM035,RM,100.0,7011.0
IDC01,PM036,RM,100.0,7755.0
IDC01,PM037,RM,99.58,17958.0
IDC01,PM038,RM,98.1,7444.0
IDC01,PM039,RM,99.6,19004.0
IDC01,PM040,RM,99.46,8647.0
IDC01,PM041,RM,99.09,14053.0
IDC01,PM044,RM,99.51,12031.0
IDC01,PM045,RM,97.75,5391.0
IDC01,PM046,RM,98.25,7515.0
IDC01,PM047,RM,100.0,6188.0
IDC01,PM048,RM,100.0,3758.0
IDC01,PM049,RM,99.92,12292.0
IDC01,PM050,RM,100.0,5106.0
IDC01,PM052,RM,100.0,5648.0
IDC01,PM054,RM,100.0,4913.0
IDC01,PM056,RM,100.0,8139.0
IDC01,PM058,RM,99.43,9919.0
IDC01,PM059,RM,98.72,6270.0
IDC01,PM060,RM,99.27,9830.0
IDC01,PM061,RM,99.35,17362.0
IDC01,PM062,RM,99.58,9838.0
IDC01,PM063,RM,99.32,13770.0
IDC01,PM064,RM,98.93,12409.0
IDC01,PM065,RM,99.4,10121.0
IDC01,PM066,RM,100.0,2671.0
IDC01,PM067,RM,100.0,6165.0
IDC01,PM068,RM,100.0,5974.0
IDC01,PM069,RM,99.38,7737.0
IDC01,PM070,RM,99.44,10999.0
IDC01,PM071,RM,100.0,6271.0
IDC01,PM072,RM,98.46,2534.0
IDC01,PM073,RM,98.82,10230.0
IDC01,PM074,RM,99.59,15611.0
IDC01,PM075,RM,99.45,12216.0
IDC01,PM076,RM,100.0,4444.0
IDC01,PM077,RM,99.6,7968.0
IDC01,PM078,RM,99.07,13504.0
IDC01,PM080,RM,99.73,13726.0
IDC01,PM083,RM,98.41,8039.0
IDC01,PM085,RM,96.41,6304.0
IDC01,PM087,RM,99.54,20700.0
IDC01,PM088,RM,99.19,9716.0
IDC01,PM089,RM,98.59,10714.0
IDC01,PM091,RM,99.53,9787.0
IDC01,PM092,RM,100.0,3631.0
IDC01,PM094,RM,99.58,12689.0
IDC01,PM095,RM,100.0,7302.0
IDC01,PM096,RM,99.85,10969.0
IDC01,PM097,RM,99.3,11164.0
IDC01,PM100,RM,100.0,8303.0
IDC01,RM001,RM,99.54,32802.0
IDC01,RM002,RM,99.71,20445.0
IDC01,RM003,RM,99.45,23194.0
IDC01,RM004,RM,99.45,27655.0
IDC01,RM005,RM,98.96,10636.0
IDC01,RM007,RM,96.94,6352.0
IDC01,RM008,RM,99.33,37299.0
IDC01,RM009,RM,99.34,28135.0
IDC01,RM013,RM,99.53,15320.0
IDC01,RM017,RM,99.09,22412.0
IDC01,RM018,RM,100.0,7112.0
IDC01,RM019,RM,100.0,8029.0
IDC01,RM021,RM,98.79,25273.0
IDC01,RM022,RM,99.23,22260.0
IDC01,RM023,RM,99.46,17858.0
IDC01,RM024,RM,99.66,31420.0
IDC01,RM025,RM,98.42,24590.0
IDC01,RM026,RM,98.9,32613.0
IDC01,RM027,RM,99.42,27515.0
IDC01,RM028,RM,99.48,17102.0
IDC01,RM029,RM,98.21,17727.0
IDC01,RM030,RM,99.35,34914.0
IDC01,RM031,RM,99.32,23151.0
IDC01,RM032,RM,100.0,3868.0
IDC01,RM033,RM,100.0,5637.0
IDC01,RM035,RM,99.23,52582.0
IDC01,RM037,RM,99.6,18520.0
IDC01,RM038,RM,100.0,6923.0
IDC01,RM039,RM,98.46,4228.0
IDC01,RM040,RM,100.0,7192.0
IDC01,RM041,RM,98.4,5882.0
IDC01,RM043,RM,99.68,43064.0
IDC01,RM044,RM,98.95,32594.0
IDC01,RM046,RM,99.02,29858.0
IDC01,RM047,RM,98.46,9991.0
IDC01,RM048,RM,100.0,6419.0
IDC01,RM049,RM,99.55,27923.0
IDC01,RM050,RM,100.0,20240.0
IDC01,RM051,RM,99.71,23587.0
IDC01,RM052,RM,98.08,16880.0
IDC01,RM053,RM,100.0,8964.0
IDC01,RM054,RM,99.4,32707.0
IDC01,RM055,RM,99.43,43071.0
IDC01,RM056,RM,100.0,13985.0
IDC01,RM057,RM,100.0,20795.0
IDC01,RM058,RM,99.08,20468.0
IDC01,RM059,RM,99.15,14378.0
IDC01,RM061,RM,100.0,3950.0
IDC01,RM062,RM,99.4,19009.0
IDC01,RM063,RM,99.13,15174.0
IDC01,RM064,RM,99.36,15208.0
IDC01,RM066,RM,98.25,12532.0
IDC01,RM067,RM,99.27,20925.0
IDC01,RM068,RM,99.68,23217.0
IDC01,RM069,RM,100.0,6528.0
IDC01,RM070,RM,99.53,29792.0
IDC01,RM071,RM,98.94,32507.0
IDC01,RM072,RM,99.85,21602.0
IDC01,RM073,RM,100.0,25190.0
IDC01,RM074,RM,100.0,14726.0
IDC01,RM075,RM,99.52,49577.0
IDC01,RM076,RM,100.0,6270.0
IDC01,RM078,RM,100.0,9217.0
IDC01,RM079,RM,100.0,8586.0
IDC01,RM080,RM,99.65,33291.0
IDC01,RM081,RM,99.72,24133.0
IDC01,RM082,RM,98.69,14260.0
IDC01,RM083,RM,99.43,27689.0
IDC01,RM085,RM,99.57,37830.0
IDC01,RM086,RM,99.32,20486.0
IDC01,RM087,RM,98.14,5376.0
IDC01,RM089,RM,100.0,16800.0
IDC01,RM091,RM,99.53,31089.0
IDC01,RM093,RM,99.44,19081.0
IDC01,RM095,RM,99.13,17233.0
IDC01,RM096,RM,100.0,6278.0
IDC01,RM097,RM,100.0,22305.0
IDC01,RM098,RM,99.6,48473.0
IDC01,RM099,RM,98.58,14084.0
IDC01,RM100,RM,100.0,24246.0
IDC01,RM101,RM,99.86,12774.0
IDC01,RM102,RM,99.21,20684.0
IDC01,RM104,RM,98.12,24826.0
IDC01,RM105,RM,99.21,18009.0
IDC01,RM106,RM,99.07,10681.0
IDC01,RM107,RM,100.0,4497.0
IDC01,RM108,RM,100.0,10920.0
IDC01,RM109,RM,99.87,37390.0
IDC01,RM110,RM,98.06,6860.0
IDC01,RM111,RM,98.06,8624.0
IDC01,RM112,RM,99.15,36729.0
IDC01,RM113,RM,98.87,10082.0
IDC01,RM114,RM,99.42,10875.0
IDC01,RM115,RM,100.0,8856.0
IDC01,RM116,RM,99.47,15313.0
IDC01,RM117,RM,99.65,39044.0
IDC01,RM118,RM,99.66,20477.0
IDC01,RM119,RM,99.76,18336.0
IDC01,RM121,RM,100.0,6576.0
IDC01,RM122,RM,98.55,19114.0
IDC01,RM124,RM,99.51,16934.0
IDC01,RM125,RM,98.87,11902.0
IDC01,RM126,RM,98.97,27508.0
IDC01,RM127,RM,98.57,12567.0
IDC01,RM128,RM,98.1,5268.0
IDC01,RM130,RM,98.94,8047.0
IDC01,RM132,RM,99.48,35970.0
IDC01,RM133,RM,99.7,31780.0
IDC01,RM134,RM,98.99,35278.0
IDC01,RM135,RM,99.03,30084.0
IDC01,RM137,RM,100.0,18675.0
IDC01,RM138,RM,100.0,13932.0
IDC01,RM139,RM,100.0,6271.0
IDC01,RM140,RM,97.61,9877.0
IDC01,RM141,RM,99.77,30375.0
IDC01,RM142,RM,99.75,11235.0
IDC01,RM143,RM,98.6,35839.0
IDC01,RM144,RM,98.49,19420.0
IDC01,RM145,RM,99.63,32352.0
IDC01,RM146,RM,99.32,25391.0
IDC01,RM148,RM,98.59,14720.0
IDC01,RM149,RM,99.64,31765.0
IDC01,RM150,RM,99.45,17369.0
IDC01,RM151,RM,100.0,2844.0
IDC01,RM152,RM,99.25,27673.0
IDC01,RM154,RM,99.52,21293.0
IDC01,RM157,RM,100.0,6282.0
IDC01,RM158,RM,99.52,39263.0
IDC01,RM159,RM,99.2,22228.0
IDC01,RM160,RM,98.92,12785.0
IDC01,RM161,RM,97.82,12248.0
IDC01,RM163,RM,99.16,22204.0
IDC01,RM164,RM,99.41,20704.0
IDC01,RM165,RM,98.85,33067.0
IDC01,RM168,RM,99.57,34800.0
IDC01,RM169,RM,98.14,7820.0
IDC01,RM170,RM,100.0,21554.0
IDC01,RM171,RM,99.07,17180.0
IDC01,RM172,RM,99.5,26584.0
IDC01,RM173,RM,99.77,12253.0
IDC01,RM174,RM,99.6,24007.0
IDC01,RM175,RM,99.18,23014.0
IDC01,RM176,RM,98.16,3709.0
IDC01,RM177,RM,99.58,31546.0
IDC01,RM178,RM,98.71,27035.0
IDC01,RM179,RM,100.0,9359.0
IDC01,RM180,RM,99.13,7745.0
IDC01,RM181,RM,99.51,41315.0
IDC01,RM182,RM,100.0,5177.0
IDC01,RM183,RM,98.21,6650.0
IDC01,RM184,RM,99.22,29698.0
IDC01,RM185,RM,99.37,12034.0
IDC01,RM186,RM,98.85,29714.0
IDC01,RM187,RM,99.31,25052.0
IDC01,RM188,RM,99.88,28457.0
IDC01,RM189,RM,98.75,10682.0
IDC01,RM190,RM,99.12,24147.0
IDC01,RM191,RM,96.65,7287.0
IDC01,RM192,RM,99.47,26503.0
IDC01,RM193,RM,100.0,21781.0
IDC01,RM194,RM,99.08,21057.0
IDC01,RM195,RM,99.77,28348.0
IDC01,RM196,RM,99.42,17187.0
IDC01,RM198,RM,99.28,23136.0
IDC01,RM199,RM,99.69,10264.0
IDC01,RM200,RM,99.04,17022.0
