Location,SKU,Type,ServiceLevel,BaseStockLevel
RDC08,SKU013,FG,99.7,1036.0
RDC08,SKU015,FG,98.53,866.0
RDC08,SKU016,FG,100.0,1608.0
RDC08,SKU017,FG,98.23,1029.0
RDC08,SKU018,FG,100.0,2710.0
RDC08,SKU019,FG,98.89,3154.0
RDC08,SKU020,FG,100.0,2805.0
RDC08,SKU022,FG,100.0,1248.0
RDC08,SKU025,FG,98.72,2123.0
RDC08,SKU026,FG,99.85,506.0
RDC08,SKU028,FG,98.57,1051.0
RDC08,SKU030,FG,99.85,2362.0
RDC08,SKU031,FG,99.89,1291.0
RDC08,SKU032,FG,95.96,302.0
RDC08,SKU033,FG,99.32,826.0
RDC08,SKU034,FG,98.67,3129.0
RDC08,SKU035,FG,88.42,2357.0
RDC08,SKU040,FG,99.33,1826.0
RDC08,SKU045,FG,92.67,3173.0
RDC08,SKU046,FG,99.33,1527.0
RDC08,SKU049,FG,99.81,2290.0
RDC08,SKU052,FG,99.02,920.0
RDC08,SKU053,FG,99.96,470.0
RDC08,SKU054,FG,100.0,1371.0
RDC08,SKU056,FG,100.0,2753.0
RDC08,SKU057,FG,99.58,1532.0
RDC08,SKU059,FG,97.09,2342.0
RDC08,SKU061,FG,100.0,1103.0
RDC08,SKU062,FG,99.04,2211.0
RDC08,SKU064,FG,99.19,1451.0
RDC08,SKU065,FG,99.92,965.0
RDC08,SKU066,FG,99.89,2236.0
RDC08,SKU069,FG,96.91,613.0
RDC08,SKU070,FG,99.93,1867.0
RDC08,SKU071,FG,98.67,1066.0
RDC08,SKU072,FG,89.85,742.0
RDC08,SKU073,FG,96.04,1744.0
RDC08,SKU074,FG,97.04,1811.0
RDC08,SKU075,FG,100.0,2950.0
RDC08,SKU076,FG,98.87,365.0
RDC08,SKU077,FG,99.81,2261.0
RDC08,SKU078,FG,100.0,2051.0
RDC08,SKU090,FG,100.0,1897.0
RDC08,SKU091,FG,96.91,425.0
RDC08,SKU092,FG,99.7,1455.0
RDC08,SKU094,FG,100.0,2299.0
RDC08,SKU100,FG,99.09,1433.0
RDC09,SKU002,FG,99.7,493.0
RDC09,SKU003,FG,66.15,744.0
RDC09,SKU005,FG,100.0,449.0
RDC09,SKU009,FG,100.0,3011.0
RDC09,SKU012,FG,98.67,1089.0
RDC09,SKU015,FG,97.78,2086.0
RDC09,SKU017,FG,98.75,1928.0
RDC09,SKU019,FG,99.04,659.0
RDC09,SKU021,FG,99.77,767.0
RDC09,SKU023,FG,98.68,1678.0
RDC09,SKU025,FG,97.48,1216.0
RDC09,SKU026,FG,99.89,877.0
RDC09,SKU034,FG,99.06,1931.0
RDC09,SKU036,FG,97.66,1332.0
RDC09,SKU039,FG,98.11,973.0
RDC09,SKU040,FG,99.48,456.0
RDC09,SKU043,FG,98.3,1321.0
RDC09,SKU044,FG,99.93,3115.0
RDC09,SKU045,FG,92.37,2160.0
RDC09,SKU051,FG,100.0,2822.0
RDC09,SKU053,FG,99.81,1843.0
RDC09,SKU054,FG,100.0,3309.0
RDC09,SKU059,FG,96.34,1586.0
RDC09,SKU062,FG,99.32,2013.0
RDC09,SKU063,FG,98.49,1828.0
RDC09,SKU064,FG,98.52,908.0
RDC09,SKU065,FG,100.0,2468.0
RDC09,SKU066,FG,100.0,566.0
RDC09,SKU067,FG,100.0,970.0
RDC09,SKU069,FG,96.74,2102.0
RDC09,SKU071,FG,98.49,465.0
RDC09,SKU072,FG,93.7,459.0
RDC09,SKU076,FG,98.75,667.0
RDC09,SKU078,FG,100.0,1201.0
RDC09,SKU079,FG,100.0,1742.0
RDC09,SKU080,FG,100.0,1677.0
RDC09,SKU081,FG,99.77,1678.0
RDC09,SKU082,FG,95.63,1962.0
RDC09,SKU085,FG,99.58,663.0
RDC09,SKU089,FG,93.19,2709.0
RDC09,SKU092,FG,99.85,1183.0
RDC09,SKU096,FG,99.96,550.0
RDC09,SKU098,FG,80.44,2691.0
RDC09,SKU099,FG,100.0,403.0
RDC09,SKU100,FG,99.09,285.0
RDC10,SKU001,FG,95.11,2651.0
RDC10,SKU002,FG,100.0,1992.0
RDC10,SKU006,FG,100.0,2173.0
RDC10,SKU007,FG,100.0,1078.0
RDC10,SKU008,FG,100.0,3286.0
RDC10,SKU009,FG,99.96,821.0
RDC10,SKU010,FG,93.41,2799.0
RDC10,SKU013,FG,99.55,892.0
RDC10,SKU015,FG,98.3,1986.0
RDC10,SKU017,FG,98.49,1182.0
RDC10,SKU019,FG,98.81,2693.0
RDC10,SKU020,FG,99.74,1268.0
RDC10,SKU023,FG,98.3,1644.0
RDC10,SKU024,FG,97.51,309.0
RDC10,SKU028,FG,98.91,2080.0
RDC10,SKU030,FG,99.93,931.0
RDC10,SKU032,FG,92.37,827.0
RDC10,SKU035,FG,87.02,1789.0
RDC10,SKU036,FG,97.85,2459.0
RDC10,SKU039,FG,97.4,923.0
RDC10,SKU040,FG,99.77,1374.0
RDC10,SKU044,FG,99.92,1807.0
RDC10,SKU048,FG,99.89,848.0
RDC10,SKU051,FG,100.0,1948.0
RDC10,SKU052,FG,98.98,1766.0
RDC10,SKU054,FG,99.96,455.0
RDC10,SKU059,FG,96.75,1733.0
RDC10,SKU061,FG,99.92,956.0
RDC10,SKU063,FG,98.19,2407.0
RDC10,SKU070,FG,99.77,1076.0
RDC10,SKU071,FG,97.7,353.0
RDC10,SKU072,FG,90.52,1346.0
RDC10,SKU073,FG,93.04,1955.0
RDC10,SKU074,FG,96.11,1215.0
RDC10,SKU082,FG,95.02,280.0
RDC10,SKU085,FG,99.63,1192.0
RDC10,SKU087,FG,97.47,1536.0
RDC10,SKU088,FG,100.0,1075.0
RDC10,SKU089,FG,93.26,512.0
RDC10,SKU090,FG,99.96,1630.0
RDC10,SKU092,FG,99.85,1228.0
RDC10,SKU093,FG,94.07,1260.0
RDC10,SKU096,FG,99.92,1055.0
RDC10,SKU098,FG,88.67,1911.0
RDC10,SKU100,FG,99.33,2933.0
IDC01,PM001,RM,100.0,11807.0
IDC01,PM002,RM,100.0,12432.0
IDC01,PM003,RM,100.0,17934.0
IDC01,PM004,RM,100.0,10185.0
IDC01,PM005,RM,99.85,16282.0
IDC01,PM006,RM,100.0,9314.0
IDC01,PM007,RM,100.0,24549.0
IDC01,PM008,RM,99.8,11703.0
IDC01,PM009,RM,100.0,19567.0
IDC01,PM011,RM,100.0,39203.0
IDC01,PM012,RM,100.0,12175.0
IDC01,PM013,RM,100.0,8970.0
IDC01,PM014,RM,100.0,15253.0
IDC01,PM015,RM,100.0,14978.0
IDC01,PM016,RM,100.0,18857.0
IDC01,PM017,RM,99.46,11290.0
IDC01,PM018,RM,100.0,9076.0
IDC01,PM019,RM,100.0,10813.0
IDC01,PM020,RM,100.0,27596.0
IDC01,PM022,RM,99.78,16038.0
IDC01,PM023,RM,100.0,7141.0
IDC01,PM025,RM,100.0,7859.0
IDC01,PM026,RM,100.0,9730.0
IDC01,PM027,RM,100.0,10757.0
IDC01,PM029,RM,100.0,14994.0
IDC01,PM030,RM,100.0,8164.0
IDC01,PM031,RM,100.0,25058.0
IDC01,PM032,RM,100.0,13131.0
IDC01,PM033,RM,100.0,17718.0
IDC01,PM035,RM,100.0,10798.0
IDC01,PM036,RM,100.0,12006.0
IDC01,PM037,RM,99.77,24869.0
IDC01,PM038,RM,100.0,10802.0
IDC01,PM039,RM,100.0,28815.0
IDC01,PM040,RM,99.69,12714.0
IDC01,PM041,RM,100.0,21008.0
IDC01,PM044,RM,99.81,17593.0
IDC01,PM045,RM,100.0,8659.0
IDC01,PM046,RM,100.0,11552.0
IDC01,PM047,RM,100.0,9612.0
IDC01,PM048,RM,100.0,5888.0
IDC01,PM049,RM,100.0,17995.0
IDC01,PM050,RM,100.0,8580.0
IDC01,PM052,RM,100.0,9527.0
IDC01,PM054,RM,100.0,7599.0
IDC01,PM056,RM,100.0,13217.0
IDC01,PM058,RM,99.36,14710.0
IDC01,PM059,RM,99.27,9535.0
IDC01,PM060,RM,99.5,14673.0
IDC01,PM061,RM,100.0,26444.0
IDC01,PM062,RM,100.0,15427.0
IDC01,PM063,RM,100.0,20592.0
IDC01,PM064,RM,100.0,18067.0
IDC01,PM065,RM,100.0,14917.0
IDC01,PM066,RM,100.0,4332.0
IDC01,PM067,RM,100.0,9556.0
IDC01,PM068,RM,100.0,9202.0
IDC01,PM069,RM,100.0,11150.0
IDC01,PM070,RM,99.88,15982.0
IDC01,PM071,RM,100.0,10525.0
IDC01,PM072,RM,100.0,3834.0
IDC01,PM073,RM,100.0,15796.0
IDC01,PM074,RM,100.0,23344.0
IDC01,PM075,RM,100.0,17743.0
IDC01,PM076,RM,100.0,6840.0
IDC01,PM077,RM,100.0,12268.0
IDC01,PM078,RM,100.0,19986.0
IDC01,PM080,RM,100.0,20395.0
IDC01,PM083,RM,100.0,12754.0
IDC01,PM085,RM,100.0,9719.0
IDC01,PM087,RM,100.0,28707.0
IDC01,PM088,RM,99.59,14630.0
IDC01,PM089,RM,100.0,17290.0
IDC01,PM091,RM,100.0,14865.0
IDC01,PM092,RM,100.0,5515.0
IDC01,PM094,RM,99.97,18757.0
IDC01,PM095,RM,100.0,11977.0
IDC01,PM096,RM,99.92,16136.0
IDC01,PM097,RM,100.0,16687.0
IDC01,PM100,RM,100.0,13414.0
IDC01,RM001,RM,100.0,45650.0
IDC01,RM002,RM,100.0,29831.0
IDC01,RM003,RM,100.0,33433.0
IDC01,RM004,RM,99.86,40826.0
IDC01,RM005,RM,100.0,16340.0
IDC01,RM007,RM,100.0,9857.0
IDC01,RM008,RM,100.0,58060.0
IDC01,RM009,RM,100.0,40303.0
IDC01,RM013,RM,100.0,22238.0
IDC01,RM017,RM,100.0,32988.0
IDC01,RM018,RM,100.0,11246.0
IDC01,RM019,RM,100.0,13190.0
IDC01,RM021,RM,100.0,39043.0
IDC01,RM022,RM,100.0,32520.0
IDC01,RM023,RM,100.0,26594.0
IDC01,RM024,RM,100.0,44574.0
IDC01,RM025,RM,100.0,39569.0
IDC01,RM026,RM,99.8,46028.0
IDC01,RM027,RM,100.0,40886.0
IDC01,RM028,RM,100.0,26088.0
IDC01,RM029,RM,100.0,26980.0
IDC01,RM030,RM,99.85,49031.0
IDC01,RM031,RM,100.0,33704.0
IDC01,RM032,RM,100.0,6063.0
IDC01,RM033,RM,100.0,9017.0
IDC01,RM035,RM,100.0,70681.0
IDC01,RM037,RM,99.77,28275.0
IDC01,RM038,RM,100.0,11073.0
IDC01,RM039,RM,100.0,6399.0
IDC01,RM040,RM,100.0,11460.0
IDC01,RM041,RM,100.0,9102.0
IDC01,RM043,RM,100.0,59333.0
IDC01,RM044,RM,100.0,44568.0
IDC01,RM046,RM,99.73,42708.0
IDC01,RM047,RM,100.0,15125.0
IDC01,RM048,RM,100.0,10143.0
IDC01,RM049,RM,100.0,38868.0
IDC01,RM050,RM,100.0,30119.0
IDC01,RM051,RM,100.0,35578.0
IDC01,RM052,RM,100.0,25175.0
IDC01,RM053,RM,100.0,13860.0
IDC01,RM054,RM,100.0,46611.0
IDC01,RM055,RM,100.0,56141.0
IDC01,RM056,RM,100.0,21691.0
IDC01,RM057,RM,100.0,32036.0
IDC01,RM058,RM,100.0,28055.0
IDC01,RM059,RM,100.0,21601.0
IDC01,RM061,RM,100.0,5989.0
IDC01,RM062,RM,100.0,29835.0
IDC01,RM063,RM,100.0,21996.0
IDC01,RM064,RM,100.0,23044.0
IDC01,RM066,RM,100.0,18821.0
IDC01,RM067,RM,99.5,31122.0
IDC01,RM068,RM,100.0,33525.0
IDC01,RM069,RM,100.0,10320.0
IDC01,RM070,RM,100.0,44184.0
IDC01,RM071,RM,100.0,45700.0
IDC01,RM072,RM,100.0,35418.0
IDC01,RM073,RM,100.0,37566.0
IDC01,RM074,RM,100.0,22997.0
IDC01,RM075,RM,100.0,71025.0
IDC01,RM076,RM,100.0,9706.0
IDC01,RM078,RM,100.0,14075.0
IDC01,RM079,RM,100.0,13441.0
IDC01,RM080,RM,100.0,44888.0
IDC01,RM081,RM,100.0,34713.0
IDC01,RM082,RM,99.4,19915.0
IDC01,RM083,RM,100.0,41778.0
IDC01,RM085,RM,99.92,57200.0
IDC01,RM086,RM,100.0,29453.0
IDC01,RM087,RM,100.0,7996.0
IDC01,RM089,RM,100.0,25419.0
IDC01,RM091,RM,100.0,42129.0
IDC01,RM093,RM,100.0,29245.0
IDC01,RM095,RM,100.0,29091.0
IDC01,RM096,RM,100.0,10695.0
IDC01,RM097,RM,100.0,33615.0
IDC01,RM098,RM,100.0,68181.0
IDC01,RM099,RM,100.0,22379.0
IDC01,RM100,RM,100.0,36848.0
IDC01,RM101,RM,100.0,17774.0
IDC01,RM102,RM,99.57,29947.0
IDC01,RM104,RM,100.0,40055.0
IDC01,RM105,RM,100.0,25968.0
IDC01,RM106,RM,100.0,18151.0
IDC01,RM107,RM,100.0,6824.0
IDC01,RM108,RM,100.0,17543.0
IDC01,RM109,RM,100.0,52394.0
IDC01,RM110,RM,100.0,10423.0
IDC01,RM111,RM,100.0,13187.0
IDC01,RM112,RM,100.0,51030.0
IDC01,RM113,RM,100.0,16430.0
IDC01,RM114,RM,100.0,18422.0
IDC01,RM115,RM,100.0,13692.0
IDC01,RM116,RM,100.0,24163.0
IDC01,RM117,RM,99.98,56063.0
IDC01,RM118,RM,100.0,29848.0
IDC01,RM119,RM,100.0,27035.0
IDC01,RM121,RM,100.0,10462.0
IDC01,RM122,RM,100.0,31073.0
IDC01,RM124,RM,100.0,26190.0
IDC01,RM125,RM,100.0,19225.0
IDC01,RM126,RM,100.0,38684.0
IDC01,RM127,RM,100.0,19312.0
IDC01,RM128,RM,100.0,8954.0
IDC01,RM130,RM,100.0,12827.0
IDC01,RM132,RM,100.0,54653.0
IDC01,RM133,RM,99.93,45276.0
IDC01,RM134,RM,100.0,47557.0
IDC01,RM135,RM,100.0,44174.0
IDC01,RM137,RM,100.0,30618.0
IDC01,RM138,RM,100.0,22020.0
IDC01,RM139,RM,100.0,10244.0
IDC01,RM140,RM,100.0,15186.0
IDC01,RM141,RM,100.0,42691.0
IDC01,RM142,RM,99.93,16522.0
IDC01,RM143,RM,100.0,46686.0
IDC01,RM144,RM,100.0,29771.0
IDC01,RM145,RM,100.0,44502.0
IDC01,RM146,RM,99.82,36706.0
IDC01,RM148,RM,100.0,23850.0
IDC01,RM149,RM,100.0,43525.0
IDC01,RM150,RM,99.72,26538.0
IDC01,RM151,RM,100.0,4301.0
IDC01,RM152,RM,100.0,40357.0
IDC01,RM154,RM,100.0,32360.0
IDC01,RM157,RM,100.0,9687.0
IDC01,RM158,RM,100.0,53075.0
IDC01,RM159,RM,100.0,31696.0
IDC01,RM160,RM,99.69,18605.0
IDC01,RM161,RM,100.0,18971.0
IDC01,RM163,RM,100.0,35234.0
IDC01,RM164,RM,99.9,29112.0
IDC01,RM165,RM,100.0,49982.0
IDC01,RM168,RM,100.0,49605.0
IDC01,RM169,RM,100.0,11632.0
IDC01,RM170,RM,100.0,33906.0
IDC01,RM171,RM,99.82,25892.0
IDC01,RM172,RM,99.45,40185.0
IDC01,RM173,RM,100.0,17987.0
IDC01,RM174,RM,100.0,36443.0
IDC01,RM175,RM,100.0,33866.0
IDC01,RM176,RM,100.0,5474.0
IDC01,RM177,RM,100.0,45360.0
IDC01,RM178,RM,100.0,40055.0
IDC01,RM179,RM,100.0,14947.0
IDC01,RM180,RM,100.0,13161.0
IDC01,RM181,RM,100.0,54756.0
IDC01,RM182,RM,100.0,8697.0
IDC01,RM183,RM,100.0,10058.0
IDC01,RM184,RM,98.73,42682.0
IDC01,RM185,RM,100.0,18436.0
IDC01,RM186,RM,100.0,41647.0
IDC01,RM187,RM,100.0,35421.0
IDC01,RM188,RM,100.0,45116.0
IDC01,RM189,RM,100.0,16699.0
IDC01,RM190,RM,99.31,37000.0
IDC01,RM191,RM,100.0,10743.0
IDC01,RM192,RM,100.0,38084.0
IDC01,RM193,RM,100.0,32805.0
IDC01,RM194,RM,100.0,31294.0
IDC01,RM195,RM,100.0,42992.0
IDC01,RM196,RM,100.0,27805.0
IDC01,RM198,RM,100.0,32209.0
IDC01,RM199,RM,100.0,16073.0
IDC01,RM200,RM,99.49,24261.0
